personLabel,birthdate,birthplaceLabel,birthcoord,deathdate,deathplaceLabel,deathcoord,occupationLabel,genderLabel,bloc,dloc
Kishan Lal Diler,1931-01-01T00:00:00Z,Aligarh,Point(78.08 27.88),2008-09-22T00:00:00Z,Aligarh,Point(78.08 27.88),,male,"27.88,78.08","27.88,78.08"
P. K. Venukuttan Nair,1931-01-01T00:00:00Z,Kerala,Point(76.3 10.0),2012-11-26T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"10.0,76.3","8.4875,76.9525"
Pearl Padamsee,1931-01-01T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2000-04-24T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"19.075833333,72.8775","19.075833333,72.8775"
Mohammad Najatuallah Siddiqui,1931-01-01T00:00:00Z,Gorakhpur,Point(83.366666666 26.761111111),2022-11-12T00:00:00Z,California,Point(-120.0 37.0),,male,"26.761111111,83.366666666","37.0,-120.0"
Rajee Narayan,1931-01-01T00:00:00Z,Chennai,Point(80.275 13.0825),2020-09-25T00:00:00Z,Gurgaon,Point(77.033333333 28.466666666),,female,"13.0825,80.275","28.466666666,77.033333333"
Vijaya Bhaskar,1931-01-01T00:00:00Z,Karnataka,Point(76.0 15.0),2002-03-03T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"15.0,76.0","12.9791198,77.5912997"
Mukku Raju,1931-01-01T00:00:00Z,Undi,Point(81.46288 16.58493),2014-07-31T00:00:00Z,Undi,Point(81.46288 16.58493),,male,"16.58493,81.46288","16.58493,81.46288"
Satish Prasad Singh,1931-01-01T00:00:00Z,Khagaria district,Point(86.47 25.5),2020-11-02T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"25.5,86.47","28.666666666,77.216666666"
Satish Prasad Singh,1931-01-01T00:00:00Z,Khagaria district,Point(86.6 25.5),2020-11-02T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"25.5,86.6","28.666666666,77.216666666"
T. P. Muthulakshmi,1931-01-01T00:00:00Z,Thoothukudi,Point(78.133333333 8.783333333),2008-05-29T00:00:00Z,Chennai,Point(80.275 13.0825),,female,"8.783333333,78.133333333","13.0825,80.275"
Raavi Kondala Rao,1931-01-01T00:00:00Z,Srikakulam,Point(83.9 18.3),2020-07-28T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"18.3,83.9","17.361666666,78.474722222"
Vasundhara Komkali,1931-01-01T00:00:00Z,Jamshedpur,Point(86.183333333 22.8),2015-07-29T00:00:00Z,Dewas,Point(76.066666666 22.966666666),,female,"22.8,86.183333333","22.966666666,76.066666666"
Bilkees I. Latif,1931-01-01T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),2017-10-27T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,female,"17.361666666,78.474722222","17.361666666,78.474722222"
V. Ramachandran,1931-01-01T00:00:00Z,Kerala,Point(76.3 10.0),2015-12-01T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"10.0,76.3","12.9791198,77.5912997"
Ramdas Kamat,1931-01-01T00:00:00Z,Mapusa,Point(73.80898 15.59154),2022-01-08T00:00:00Z,Vile Parle,Point(72.83 19.1),,male,"15.59154,73.80898","19.1,72.83"
Ramdas Kamat,1931-01-01T00:00:00Z,Mapusa,Point(73.808937 15.59197),2022-01-08T00:00:00Z,Vile Parle,Point(72.83 19.1),,male,"15.59197,73.808937","19.1,72.83"
Rathin Datta,1931-01-01T00:00:00Z,Mangaldoi,Point(92.03 26.43),2020-01-27T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"26.43,92.03","22.5675,88.37"
Rathin Datta,1931-01-01T00:00:00Z,Mangaldoi,Point(92.47 26.37),2020-01-27T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"26.37,92.47","22.5675,88.37"
Q112448801,1931-01-01T00:00:00Z,Tirunelveli district,Point(77.3833 8.65),2022-02-24T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"8.65,77.3833","13.0825,80.275"
Q112448801,1931-01-01T00:00:00Z,Tirunelveli district,Point(77.57409 8.7927),2022-02-24T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"8.7927,77.57409","13.0825,80.275"
Akhtar Payami,1931-01-01T00:00:00Z,Rajgir,Point(85.42 25.03),2013-01-01T00:00:00Z,Karachi,Point(67.01 24.86),,male,"25.03,85.42","24.86,67.01"
T. G. Kamala Devi,1930-12-29T00:00:00Z,Karvetinagar mandal,Point(79.45 13.4167),2012-08-16T00:00:00Z,Chennai,Point(80.275 13.0825),,female,"13.4167,79.45","13.0825,80.275"
Malabika Kanan,1930-12-27T00:00:00Z,Lucknow,Point(80.947 26.847),2009-02-17T00:00:00Z,Kolkata,Point(88.37 22.5675),,female,"26.847,80.947","22.5675,88.37"
Krishna Bose,1930-12-26T00:00:00Z,Dhaka,Point(90.394444444 23.728888888),2020-02-22T00:00:00Z,Kolkata,Point(88.37 22.5675),,female,"23.728888888,90.394444444","22.5675,88.37"
John Claro,1930-12-05T00:00:00Z,Quepem,Point(74.07 15.22),2024-08-18T00:00:00Z,Quepem,Point(74.07 15.22),,male,"15.22,74.07","15.22,74.07"
Lila Ram,1930-11-30T00:00:00Z,India,Point(83.0 22.8),2003-10-11T00:00:00Z,Charkhi Dadri,Point(76.27 28.59),,male,"22.8,83.0","28.59,76.27"
Moscow Gopalakrishnan,1930-11-29T00:00:00Z,Aluva,Point(76.35 10.1167),2011-02-21T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"10.1167,76.35","8.4875,76.9525"
Bipin Bihari Rath,1930-11-29T00:00:00Z,Ganjam district,Point(84.5 19.5),2020-03-07T00:00:00Z,Cuttack,Point(85.866666666 20.45),,male,"19.5,84.5","20.45,85.866666666"
Bipin Bihari Rath,1930-11-29T00:00:00Z,Ganjam district,Point(85.05 19.383),2020-03-07T00:00:00Z,Cuttack,Point(85.866666666 20.45),,male,"19.383,85.05","20.45,85.866666666"
Bipin Bihari Rath,1930-11-29T00:00:00Z,Ganjam district,Point(84.5 19.5),2020-03-07T00:00:00Z,Cuttack,Point(85.87927 20.46497),,male,"19.5,84.5","20.46497,85.87927"
Bipin Bihari Rath,1930-11-29T00:00:00Z,Ganjam district,Point(85.05 19.383),2020-03-07T00:00:00Z,Cuttack,Point(85.87927 20.46497),,male,"19.383,85.05","20.46497,85.87927"
P. V. Vanaja Bai,1930-11-27T00:00:00Z,Chennai,Point(80.275 13.0825),2007-08-10T00:00:00Z,Panyam,Point(78.34884 15.51795),,female,"13.0825,80.275","15.51795,78.34884"
Geeta Dutt,1930-11-23T00:00:00Z,Faridpur District,Point(89.83 23.5),1972-07-20T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,female,"23.5,89.83","19.075833333,72.8775"
Mohan Kalpana,1930-11-22T00:00:00Z,Sindh,Point(67.05 24.87),1992-06-19T00:00:00Z,India,Point(83.0 22.8),,male,"24.87,67.05","22.8,83.0"
Mohan Kalpana,1930-11-22T00:00:00Z,Bombay Presidency,Point(72.833333 18.966667),1992-06-19T00:00:00Z,India,Point(83.0 22.8),,male,"18.966667,72.833333","22.8,83.0"
Mohan Kalpana,1930-11-22T00:00:00Z,Kotri,Point(68.31216 25.366),1992-06-19T00:00:00Z,India,Point(83.0 22.8),,male,"25.366,68.31216","22.8,83.0"
Mohan Kalpana,1930-11-22T00:00:00Z,Sindh,Point(67.05 24.87),1992-06-19T00:00:00Z,Ulhasnagar,Point(73.15 19.216666666),,male,"24.87,67.05","19.216666666,73.15"
Mohan Kalpana,1930-11-22T00:00:00Z,Bombay Presidency,Point(72.833333 18.966667),1992-06-19T00:00:00Z,Ulhasnagar,Point(73.15 19.216666666),,male,"18.966667,72.833333","19.216666666,73.15"
Mohan Kalpana,1930-11-22T00:00:00Z,Kotri,Point(68.31216 25.366),1992-06-19T00:00:00Z,Ulhasnagar,Point(73.15 19.216666666),,male,"25.366,68.31216","19.216666666,73.15"
Kondapalli Pydithalli Naidu,1930-11-20T00:00:00Z,Vizianagaram,Point(83.416666666 18.116666666),2006-08-18T00:00:00Z,Vizianagaram district,Point(83.42 18.12),,male,"18.116666666,83.416666666","18.12,83.42"
Mihir Sen,1930-11-16T00:00:00Z,Purulia,Point(86.366666666 23.333333333),1997-06-11T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.333333333,86.366666666","22.5675,88.37"
Arjun Singh,1930-11-05T00:00:00Z,Churhat,Point(81.669166666 24.426111111),2011-03-04T00:00:00Z,"All India Institute of Medical Sciences, New Delhi",Point(77.21 28.565),,male,"24.426111111,81.669166666","28.565,77.21"
Ranjit Roy Chaudhury,1930-11-04T00:00:00Z,Patna,Point(85.141388888 25.61),2015-10-27T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"25.61,85.141388888","13.0825,80.275"
Abdul Qavi Desnavi,1930-11-01T00:00:00Z,Bihar,Point(85.13 25.37),2011-07-07T00:00:00Z,Bhopal,Point(77.416666666 23.25),,male,"25.37,85.13","23.25,77.416666666"
Abdul Qavi Desnavi,1930-11-01T00:00:00Z,Bihar,Point(85.13 25.37),2011-07-07T00:00:00Z,Bhopal,Point(77.40289 23.25469),,male,"25.37,85.13","23.25469,77.40289"
S. R. Bose,1930-11-01T00:00:00Z,Jamshedpur,Point(86.183333333 22.8),2008-10-12T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.8,86.183333333","22.5675,88.37"
Surjit Hans,1930-10-31T00:00:00Z,Doaba,Point(76.1667 31.3333),2020-01-17T00:00:00Z,Mohali,Point(76.718055555 30.719444444),,male,"31.3333,76.1667","30.719444444,76.718055555"
John Mayer,1930-10-28T00:00:00Z,Kolkata,Point(88.37 22.5675),2004-03-09T00:00:00Z,London,Point(-0.1275 51.507222222),,male,"22.5675,88.37","51.507222222,-0.1275"
Vipin Parikh,1930-10-26T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2010-10-18T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"19.075833333,72.8775","19.075833333,72.8775"
Kader Khan,1930-10-22T00:00:00Z,Kabul,Point(69.165833333 34.532777777),2018-12-31T00:00:00Z,Toronto,Point(-79.386666666 43.670277777),,male,"34.532777777,69.165833333","43.670277777,-79.386666666"
Shammi Kapoor,1930-10-21T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2011-08-14T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"19.075833333,72.8775","19.075833333,72.8775"
Leila Seth,1930-10-20T00:00:00Z,Lucknow,Point(80.947 26.847),2017-05-05T00:00:00Z,Noida,Point(77.32 28.57),,female,"26.847,80.947","28.57,77.32"
Sylvester da Cunha,1930-10-19T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2023-06-20T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"19.075833333,72.8775","19.075833333,72.8775"
Syed Mustafa Siraj,1930-10-14T00:00:00Z,Murshidabad,Point(88.27 24.18),2012-09-04T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"24.18,88.27","22.5675,88.37"
Gopalaswamy Kasturirangan,1930-10-12T00:00:00Z,Chennai,Point(80.275 13.0825),2020-08-19T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"13.0825,80.275","12.9791198,77.5912997"
K. P. Ummer,1930-10-11T00:00:00Z,Kozhikode,Point(75.780277777 11.247777777),2001-10-29T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"11.247777777,75.780277777","13.0825,80.275"
Lavanam,1930-10-10T00:00:00Z,India,Point(83.0 22.8),2015-08-14T00:00:00Z,Vijayawada,Point(80.616666666 16.516666666),,male,"22.8,83.0","16.516666666,80.616666666"
Bhajan Lal,1930-10-06T00:00:00Z,Bahawalpur District,Point(71.666666666 28.833333333),2011-06-03T00:00:00Z,Hisar,Point(75.736666666 29.148888888),,male,"28.833333333,71.666666666","29.148888888,75.736666666"
Madhurantakam Rajaram,1930-10-05T00:00:00Z,Chittoor district,Point(79.0997 13.21622),1999-04-01T00:00:00Z,Tirupati,Point(79.42 13.65),,male,"13.21622,79.0997","13.65,79.42"
Iravatham Mahadevan,1930-10-02T00:00:00Z,Tiruchirappalli,Point(78.692777777 10.826944444),2018-11-26T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.826944444,78.692777777","13.0825,80.275"
Subrata Mitra,1930-10-01T00:00:00Z,Kolkata,Point(88.37 22.5675),2001-12-07T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
J. H. Patel,1930-10-01T00:00:00Z,Kariganur,Point(75.852 14.308),2000-12-12T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"14.308,75.852","12.9791198,77.5912997"
Radha Laha,1930-10-01T00:00:00Z,Calcutta,Point(-87.0694 39.6042),1999-07-14T00:00:00Z,Perrysburg,Point(-83.63 41.550277777),,male,"39.6042,-87.0694","41.550277777,-83.63"
Debo Prasad Barooah,1930-10-01T00:00:00Z,Golaghat,Point(93.9623 26.5239),2013-01-28T00:00:00Z,Guwahati,Point(91.750238 26.1805876),,male,"26.5239,93.9623","26.1805876,91.750238"
Debo Prasad Barooah,1930-10-01T00:00:00Z,Golaghat,Point(93.969543 26.508961),2013-01-28T00:00:00Z,Guwahati,Point(91.750238 26.1805876),,male,"26.508961,93.969543","26.1805876,91.750238"
P. K. Bhattacharya,1930-09-30T00:00:00Z,Kolkata,Point(88.37 22.5675),2018-03-09T00:00:00Z,Davis,Point(-121.738055555 38.553888888),,male,"22.5675,88.37","38.553888888,-121.738055555"
Joseph Pathrapankal,1930-09-29T00:00:00Z,Kerala,Point(76.3 10.0),2022-02-27T00:00:00Z,Kerala,Point(76.3 10.0),,male,"10.0,76.3","10.0,76.3"
Promode Gogoi,1930-09-29T00:00:00Z,Sivasagar,Point(94.63 26.98),2012-04-06T00:00:00Z,Guwahati,Point(91.750238 26.1805876),,male,"26.98,94.63","26.1805876,91.750238"
Shanti Ranjan Bhattacharya,1930-09-29T00:00:00Z,Faridpur District,Point(89.83 23.5),1993-09-15T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.5,89.83","22.5675,88.37"
Kranti Trivedi,1930-09-28T00:00:00Z,Raipur,Point(81.6336833 21.2379468),2009-10-26T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,female,"21.2379468,81.6336833","28.613888888,77.208888888"
Ramanna Rai,1930-09-28T00:00:00Z,Kumbadaje,Point(75.1 12.56666667),2009-10-06T00:00:00Z,Kasaragod,Point(74.99 12.501388888),,male,"12.56666667,75.1","12.501388888,74.99"
Purushottam Kaushik,1930-09-24T00:00:00Z,Mahasamund,Point(82.1 21.1),2017-10-05T00:00:00Z,Mahasamund,Point(82.1 21.1),,male,"21.1,82.1","21.1,82.1"
Mathew Cheriankunnel,1930-09-23T00:00:00Z,British Raj,Point(88.337777777 22.541111111),2022-03-30T00:00:00Z,Eluru,Point(81.103055555 16.711666666),,male,"22.541111111,88.337777777","16.711666666,81.103055555"
P. B. Sreenivas,1930-09-22T00:00:00Z,Kakinada,Point(82.216666666 16.933333333),2013-04-14T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"16.933333333,82.216666666","13.0825,80.275"
Acharya Vyakul,1930-09-20T00:00:00Z,Rajasthan,Point(73.838888888 26.572777777),2000-01-01T00:00:00Z,Jaipur,Point(75.82 26.915),,male,"26.572777777,73.838888888","26.915,75.82"
A. G. Noorani,1930-09-16T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2024-08-29T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"19.075833333,72.8775","19.075833333,72.8775"
Rajkumar Kohli,1930-09-14T00:00:00Z,Lahore,Point(74.343611111 31.549722222),2023-11-24T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"31.549722222,74.343611111","19.075833333,72.8775"
Ayyappa Paniker,1930-09-12T00:00:00Z,Kavalam,Point(76.433333333 9.483333333),2006-08-23T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,male,"9.483333333,76.433333333","8.4875,76.9525"
Charles Correa,1930-09-01T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),2015-06-16T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"17.361666666,78.474722222","19.075833333,72.8775"
Hridayakumari,1930-09-01T00:00:00Z,Aranmula,Point(76.68 9.33),2014-11-08T00:00:00Z,Thiruvananthapuram,Point(76.9525 8.4875),,female,"9.33,76.68","8.4875,76.9525"
"Raj Bagri, Baron Bagri",1930-08-24T00:00:00Z,Kolkata,Point(88.37 22.5675),2017-04-26T00:00:00Z,London,Point(-0.1275 51.507222222),,male,"22.5675,88.37","51.507222222,-0.1275"
Surat Mathur,1930-08-22T00:00:00Z,Delhi,Point(77.216666666 28.666666666),2021-06-11T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"28.666666666,77.216666666","28.666666666,77.216666666"
Sujit Mukherjee,1930-08-21T00:00:00Z,Patna,Point(85.141388888 25.61),2003-01-14T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"25.61,85.141388888","17.361666666,78.474722222"
Dayananda Saraswati,1930-08-15T00:00:00Z,Manjakkudi,Point(79.5 10.835),2015-09-23T00:00:00Z,Rishikesh,Point(78.3 30.1),,male,"10.835,79.5","30.1,78.3"
Munawar Ali Khan,1930-08-15T00:00:00Z,Lahore,Point(74.343611111 31.549722222),1989-10-13T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"31.549722222,74.343611111","22.5675,88.37"
Joseph Powathil,1930-08-14T00:00:00Z,Kingdom of Thiruvithamkoor,Point(76.916666666 8.433333333),2023-03-18T00:00:00Z,Changanassery,Point(76.536111111 9.441944444),,male,"8.433333333,76.916666666","9.441944444,76.536111111"
Joseph Powathil,1930-08-14T00:00:00Z,Kingdom of Thiruvithamkoor,Point(76.916666666 8.433333333),2023-03-18T00:00:00Z,Changanassery,Point(76.55 9.466666666),,male,"8.433333333,76.916666666","9.466666666,76.55"
Sivaji Patnaik,1930-08-10T00:00:00Z,Khordha district,Point(85.666 20.166),2022-05-23T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"20.166,85.666","20.264444444,85.828055555"
K. Thirupathy,1930-08-09T00:00:00Z,Madurai,Point(78.119394444 9.919661111),2015-09-30T00:00:00Z,Madurai,Point(78.119394444 9.919661111),,male,"9.919661111,78.119394444","9.919661111,78.119394444"
Judo. K. K. Rathnam,1930-08-08T00:00:00Z,Gudiyatham,Point(78.8644 12.939719444),2023-01-26T00:00:00Z,Gudiyatham,Point(78.8644 12.939719444),,male,"12.939719444,78.8644","12.939719444,78.8644"
Sivaramakrishna Chandrasekhar,1930-08-06T00:00:00Z,Kolkata,Point(88.37 22.5675),2004-03-08T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"22.5675,88.37","12.9791198,77.5912997"
A. P. Venkateswaran,1930-08-02T00:00:00Z,Brahmapur,Point(84.78 19.32),2014-09-03T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"19.32,84.78","12.9791198,77.5912997"
Gobinda Halder,1930-08-01T00:00:00Z,Bangaon,Point(88.8317765 23.0434655),2015-01-17T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.0434655,88.8317765","22.5675,88.37"
Anand Bakshi,1930-07-21T00:00:00Z,Rawalpindi,Point(73.0679 33.6007),2002-03-30T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"33.6007,73.0679","19.075833333,72.8775"
Sachin Bhowmick,1930-07-17T00:00:00Z,Kolkata,Point(88.37 22.5675),2011-04-12T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"22.5675,88.37","19.075833333,72.8775"
Baburao Bagul,1930-07-17T00:00:00Z,Nashik district,Point(73.797222222 19.994166666),2008-03-26T00:00:00Z,Nashik,Point(73.783333333 20.0),,male,"19.994166666,73.797222222","20.0,73.783333333"
Shafiqur Rahman Barq,1930-07-11T00:00:00Z,Sambhal district,Point(78.55 28.58),2024-02-27T00:00:00Z,Moradabad,Point(78.728741666 28.843236111),,male,"28.58,78.55","28.843236111,78.728741666"
Shafiqur Rahman Barq,1930-07-11T00:00:00Z,Sambhal district,Point(78.55 28.58),2024-02-27T00:00:00Z,Moradabad,Point(78.776944444 28.838888888),,male,"28.58,78.55","28.838888888,78.776944444"
Shyamal Sinha,1930-07-10T00:00:00Z,Patna,Point(85.141388888 25.61),1963-06-07T00:00:00Z,Patna,Point(85.141388888 25.61),,male,"25.61,85.141388888","25.61,85.141388888"
K. Balachander,1930-07-09T00:00:00Z,Nannilam,Point(79.62 10.88),2014-12-23T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.88,79.62","13.0825,80.275"
M. Balamuralikrishna,1930-07-06T00:00:00Z,Sankaraguptham,Point(81.8615127 16.3904218),2016-11-22T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"16.3904218,81.8615127","13.0825,80.275"
Mayadhar Raut,1930-07-06T00:00:00Z,Odisha,Point(85.5 20.15),2025-02-22T00:00:00Z,Delhi,Point(77.216666666 28.666666666),,male,"20.15,85.5","28.666666666,77.216666666"
O. V. Vijayan,1930-07-02T00:00:00Z,Palakkad,Point(76.654722222 10.779166666),2005-03-30T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"10.779166666,76.654722222","17.361666666,78.474722222"
Kishen Pattnaik,1930-06-30T00:00:00Z,Bhawanipatna,Point(83.166666666 19.9),2004-09-27T00:00:00Z,Bhubaneswar,Point(85.828055555 20.264444444),,male,"19.9,83.166666666","20.264444444,85.828055555"
John Baptist Sequeira,1930-06-23T00:00:00Z,Mangaluru,Point(74.8425 12.871666666),2019-10-09T00:00:00Z,Bengaluru,Point(77.5912997 12.9791198),,male,"12.871666666,74.8425","12.9791198,77.5912997"
G. Sankara Pillai,1930-06-22T00:00:00Z,Chirayinkizhu Block Panchayat,Point(76.82 8.7),1989-01-01T00:00:00Z,Kerala,Point(76.3 10.0),,male,"8.7,76.82","10.0,76.3"
Anup Kumar,1930-06-17T00:00:00Z,Kolkata,Point(88.37 22.5675),1998-09-03T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
Anup Kumar,1930-06-17T00:00:00Z,Kolkata,Point(88.37 22.5675),1998-09-04T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
A. C. Tirulokchandar,1930-06-11T00:00:00Z,Arcot,Point(79.33333333 12.9),2016-06-15T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"12.9,79.33333333","13.0825,80.275"
George Fernandes,1930-06-03T00:00:00Z,Mangaluru,Point(74.8425 12.871666666),2019-01-29T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"12.871666666,74.8425","28.613888888,77.208888888"
Babulal Gaur,1930-06-02T00:00:00Z,Pratapgarh district,Point(81.75 25.75),2019-08-21T00:00:00Z,Bhopal,Point(77.416666666 23.25),,male,"25.75,81.75","23.25,77.416666666"
Babulal Gaur,1930-06-02T00:00:00Z,Pratapgarh district,Point(81.9388 25.8944),2019-08-21T00:00:00Z,Bhopal,Point(77.416666666 23.25),,male,"25.8944,81.9388","23.25,77.416666666"
Babulal Gaur,1930-06-02T00:00:00Z,Pratapgarh district,Point(81.75 25.75),2019-08-21T00:00:00Z,Bhopal,Point(77.40289 23.25469),,male,"25.75,81.75","23.25469,77.40289"
Babulal Gaur,1930-06-02T00:00:00Z,Pratapgarh district,Point(81.9388 25.8944),2019-08-21T00:00:00Z,Bhopal,Point(77.40289 23.25469),,male,"25.8944,81.9388","23.25469,77.40289"
Rajalakshmi,1930-06-02T00:00:00Z,Cherpulassery,Point(76.31475 10.8793),1965-01-18T00:00:00Z,Kerala,Point(76.3 10.0),,female,"10.8793,76.31475","10.0,76.3"
Kumudini Lakhia,1930-05-17T00:00:00Z,India,Point(83.0 22.8),2025-04-12T00:00:00Z,Ahmedabad,Point(72.579722222 23.021944444),,female,"22.8,83.0","23.021944444,72.579722222"
Iqbal Qureshi,1930-05-12T00:00:00Z,Aurangabad,Point(75.32 19.88),1998-03-21T00:00:00Z,Vile Parle,Point(72.83 19.1),,male,"19.88,75.32","19.1,72.83"
Charles Stephen,1930-05-07T00:00:00Z,Lahore,Point(74.343611111 31.549722222),2002-02-01T00:00:00Z,Slough,Point(-0.593055555 51.509722222),,male,"31.549722222,74.343611111","51.509722222,-0.593055555"
Vamona Navelcar,1930-05-05T00:00:00Z,Pomburpa,Point(73.85 15.55),2021-10-18T00:00:00Z,Panaji,Point(73.83 15.48),,male,"15.55,73.85","15.48,73.83"
Amal Dutta,1930-05-04T00:00:00Z,Jorasanko,Point(88.3568 22.5855),2016-07-10T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5855,88.3568","22.5675,88.37"
Mac Mohan,1930-04-24T00:00:00Z,Karachi,Point(67.01 24.86),2010-05-10T00:00:00Z,Mumbai,Point(72.8775 19.075833333),,male,"24.86,67.01","19.075833333,72.8775"
Benoy Krishna Konar,1930-04-24T00:00:00Z,Memari,Point(88.12 23.2),2014-09-14T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"23.2,88.12","22.5675,88.37"
Mansur Hoda,1930-04-22T00:00:00Z,Chhapra,Point(84.730833333 25.780833333),2001-02-10T00:00:00Z,London,Point(-0.1275 51.507222222),,male,"25.780833333,84.730833333","51.507222222,-0.1275"
Kalyanasundaranar,1930-04-13T00:00:00Z,Sengapaduthankadu,Point(79.32 10.43),1959-10-08T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.43,79.32","13.0825,80.275"
S. Muthiah,1930-04-13T00:00:00Z,Pallathur,Point(78.80263 10.1456),2019-04-20T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.1456,78.80263","13.0825,80.275"
S. Muthiah,1930-04-13T00:00:00Z,Pallathur,Point(78.8061 10.1448),2019-04-20T00:00:00Z,Chennai,Point(80.275 13.0825),,male,"10.1448,78.8061","13.0825,80.275"
Mannava Balayya,1930-04-09T00:00:00Z,Chavapadu,Point(80.384633333 16.528194444),2022-04-09T00:00:00Z,Hyderabad,Point(78.474722222 17.361666666),,male,"16.528194444,80.384633333","17.361666666,78.474722222"
Badri Narain Sinha,1930-04-04T00:00:00Z,Darbhanga district,Point(86.0 26.0),1979-11-07T00:00:00Z,Patna,Point(85.141388888 25.61),,male,"26.0,86.0","25.61,85.141388888"
Soli Sorabjee,1930-03-09T00:00:00Z,Mumbai,Point(72.8775 19.075833333),2021-04-30T00:00:00Z,New Delhi,Point(77.208888888 28.613888888),,male,"19.075833333,72.8775","28.613888888,77.208888888"
Muhammad Ibrahim Siddiqui,1930-03-08T00:00:00Z,West Bengal,Point(88.366666666 22.566666666),2002-06-09T00:00:00Z,Port Louis,Point(57.498888888 -20.161944444),,male,"22.566666666,88.366666666","-20.161944444,57.498888888"
Virendra Kumar Sakhlecha,1930-03-04T00:00:00Z,Mandsaur,Point(75.08 24.03),1999-05-31T00:00:00Z,Bhopal,Point(77.416666666 23.25),,male,"24.03,75.08","23.25,77.416666666"
Virendra Kumar Sakhlecha,1930-03-04T00:00:00Z,Mandsaur,Point(75.08 24.03),1999-05-31T00:00:00Z,Bhopal,Point(77.40289 23.25469),,male,"24.03,75.08","23.25469,77.40289"
Monu Mukhopadhyay,1930-03-01T00:00:00Z,Kolkata,Point(88.37 22.5675),2020-12-06T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
R. P. Goenka,1930-03-01T00:00:00Z,Kolkata,Point(88.37 22.5675),2013-04-14T00:00:00Z,Kolkata,Point(88.37 22.5675),,male,"22.5675,88.37","22.5675,88.37"
